"","Protein","P.Value","adj.P.Val","method","days","effect"
"17418","P35637",0.722459950910401,0.999405684218881,"KNN","day1_14","long.term"
"17419","Q99622",0.723968045120782,0.999405684218881,"KNN","day1_14","long.term"
"17420","P61221",0.724813064854708,0.999405684218881,"KNN","day1_14","long.term"
"17421","Q9Y2Q3",0.724922804732131,0.999405684218881,"KNN","day1_14","long.term"
"17422","P48735",0.726785835839975,0.999405684218881,"KNN","day1_14","long.term"
"17423","P07996",0.727211267813852,0.999405684218881,"KNN","day1_14","long.term"
"17424","Q9Y2D5",0.727255429332812,0.999405684218881,"KNN","day1_14","long.term"
"17425","Q9Y6Y8",0.72879031611625,0.999405684218881,"KNN","day1_14","long.term"
"17426","Q00341",0.729861947448158,0.999405684218881,"KNN","day1_14","long.term"
"17427","Q9H488",0.730387706179129,0.999405684218881,"KNN","day1_14","long.term"
"17428","Q9H8Y8",0.731007204062585,0.999405684218881,"KNN","day1_14","long.term"
"17429","P49458",0.731221085836388,0.999405684218881,"KNN","day1_14","long.term"
"17430","Q13813",0.732067977692965,0.999405684218881,"KNN","day1_14","long.term"
"17431","Q15149",0.732531996363998,0.999405684218881,"KNN","day1_14","long.term"
"17432","P18085",0.732576991685186,0.999405684218881,"KNN","day1_14","long.term"
"17433","P10809",0.732840152583682,0.999405684218881,"KNN","day1_14","long.term"
"17434","P22234",0.735533371173235,0.999405684218881,"KNN","day1_14","long.term"
"17435","Q13509",0.736670393733436,0.999405684218881,"KNN","day1_14","long.term"
"17436","Q12765",0.736963951972007,0.999405684218881,"KNN","day1_14","long.term"
"17437","P09622",0.738962156281023,0.999405684218881,"KNN","day1_14","long.term"
"17438","P33176",0.739083276636514,0.999405684218881,"KNN","day1_14","long.term"
"17439","P46937",0.740174134714365,0.999405684218881,"KNN","day1_14","long.term"
"17440","P28838",0.740527351111846,0.999405684218881,"KNN","day1_14","long.term"
"17441","P10599",0.740737045956209,0.999405684218881,"KNN","day1_14","long.term"
"17442","Q9UBQ5",0.741632106958369,0.999405684218881,"KNN","day1_14","long.term"
"17443","P30101",0.741975768780302,0.999405684218881,"KNN","day1_14","long.term"
"17444","O00159",0.743797845718229,0.999405684218881,"KNN","day1_14","long.term"
"17445","P28072",0.744644085377263,0.999405684218881,"KNN","day1_14","long.term"
"17446","P50579",0.745097613280405,0.999405684218881,"KNN","day1_14","long.term"
"17447","P48444",0.745353621714392,0.999405684218881,"KNN","day1_14","long.term"
"17448","P13674",0.746610030050502,0.999405684218881,"KNN","day1_14","long.term"
"17449","P02786",0.746651583705022,0.999405684218881,"KNN","day1_14","long.term"
"17450","Q16718",0.748053024565113,0.999405684218881,"KNN","day1_14","long.term"
"17451","Q13595",0.748619296691762,0.999405684218881,"KNN","day1_14","long.term"
"17452","Q14914",0.749018857260015,0.999405684218881,"KNN","day1_14","long.term"
"17453","P26447",0.751111043768096,0.999405684218881,"KNN","day1_14","long.term"
"17454","O14974",0.752165209489577,0.999405684218881,"KNN","day1_14","long.term"
"17455","P26885",0.752315002129933,0.999405684218881,"KNN","day1_14","long.term"
"17456","P63241",0.752343104091369,0.999405684218881,"KNN","day1_14","long.term"
"17457","P05198",0.75272156955785,0.999405684218881,"KNN","day1_14","long.term"
"17458","P30085",0.752875063104473,0.999405684218881,"KNN","day1_14","long.term"
"17459","O95340",0.752958571546387,0.999405684218881,"KNN","day1_14","long.term"
"17460","O00571",0.75374311342964,0.999405684218881,"KNN","day1_14","long.term"
"17461","P62136",0.753752104039739,0.999405684218881,"KNN","day1_14","long.term"
"17462","O95816",0.755256184968698,0.999405684218881,"KNN","day1_14","long.term"
"17463","Q9Y2B0",0.756072736011852,0.999405684218881,"KNN","day1_14","long.term"
"17464","Q9Y2Z0",0.756380683413328,0.999405684218881,"KNN","day1_14","long.term"
"17465","P27348",0.756936814035595,0.999405684218881,"KNN","day1_14","long.term"
"17466","Q14764",0.756962136374963,0.999405684218881,"KNN","day1_14","long.term"
"17467","Q16222",0.75719085049385,0.999405684218881,"KNN","day1_14","long.term"
"17468","Q9UHV9",0.759110820211227,0.999405684218881,"KNN","day1_14","long.term"
"17469","Q6IBS0",0.759585637751822,0.999405684218881,"KNN","day1_14","long.term"
"17470","P61019",0.759761801797778,0.999405684218881,"KNN","day1_14","long.term"
"17471","P09496",0.759849628591458,0.999405684218881,"KNN","day1_14","long.term"
"17472","P34932",0.761047910015121,0.999405684218881,"KNN","day1_14","long.term"
"17473","P06744",0.76130126955688,0.999405684218881,"KNN","day1_14","long.term"
"17474","O75367",0.761345813093534,0.999405684218881,"KNN","day1_14","long.term"
"17475","P54886",0.763041042576806,0.999405684218881,"KNN","day1_14","long.term"
"17476","Q8NBJ5",0.763298116819292,0.999405684218881,"KNN","day1_14","long.term"
"17477","P26196",0.76439116777573,0.999405684218881,"KNN","day1_14","long.term"
"17478","Q1KMD3",0.764939534736185,0.999405684218881,"KNN","day1_14","long.term"
"17479","P48643",0.767111862857944,0.999405684218881,"KNN","day1_14","long.term"
"17480","Q7L1Q6",0.76779415522152,0.999405684218881,"KNN","day1_14","long.term"
"17481","P15170",0.771488270614369,0.999405684218881,"KNN","day1_14","long.term"
"17482","P28074",0.771509953643054,0.999405684218881,"KNN","day1_14","long.term"
"17483","P30048",0.772801815649908,0.999405684218881,"KNN","day1_14","long.term"
"17484","O75369",0.774089824736246,0.999405684218881,"KNN","day1_14","long.term"
"17485","Q13596",0.774257793231483,0.999405684218881,"KNN","day1_14","long.term"
"17486","P20700",0.774686880207432,0.999405684218881,"KNN","day1_14","long.term"
"17487","Q15369",0.775605550737751,0.999405684218881,"KNN","day1_14","long.term"
"17488","P15311",0.776832389463002,0.999405684218881,"KNN","day1_14","long.term"
"17489","O95881",0.779733796371723,0.999405684218881,"KNN","day1_14","long.term"
"17490","Q9UNZ2",0.780522040632271,0.999405684218881,"KNN","day1_14","long.term"
"17491","Q02218",0.78123454403708,0.999405684218881,"KNN","day1_14","long.term"
"17492","Q9H444",0.782753678573724,0.999405684218881,"KNN","day1_14","long.term"
"17493","Q9Y696",0.782783302617562,0.999405684218881,"KNN","day1_14","long.term"
"17494","Q99733",0.783594529626194,0.999405684218881,"KNN","day1_14","long.term"
"17495","P35237",0.785240854677429,0.999405684218881,"KNN","day1_14","long.term"
"17496","Q96TA1",0.786012533480872,0.999405684218881,"KNN","day1_14","long.term"
"17497","P10619",0.787508744208267,0.999405684218881,"KNN","day1_14","long.term"
"17498","Q92905",0.78757264864537,0.999405684218881,"KNN","day1_14","long.term"
"17499","P12955",0.788982952849866,0.999405684218881,"KNN","day1_14","long.term"
"17500","Q8NBS9",0.789546853352004,0.999405684218881,"KNN","day1_14","long.term"
"17501","Q07960",0.790489558016866,0.999405684218881,"KNN","day1_14","long.term"
"17502","Q9Y2G5",0.790701958411558,0.999405684218881,"KNN","day1_14","long.term"
"17503","Q01082",0.792233121875222,0.999405684218881,"KNN","day1_14","long.term"
"17504","O60493",0.792450582402222,0.999405684218881,"KNN","day1_14","long.term"
"17505","Q16401",0.793182979990753,0.999405684218881,"KNN","day1_14","long.term"
"17506","P15559",0.793702470961349,0.999405684218881,"KNN","day1_14","long.term"
"17507","p_4",0.793932061873723,0.999405684218881,"KNN","day1_14","long.term"
"17508","P43034",0.796233320345578,0.999405684218881,"KNN","day1_14","long.term"
"17509","Q9Y3B8",0.796282762668328,0.999405684218881,"KNN","day1_14","long.term"
"17510","Q92499",0.796930984435388,0.999405684218881,"KNN","day1_14","long.term"
"17511","P05121",0.798228087152201,0.999405684218881,"KNN","day1_14","long.term"
"17512","Q9Y371",0.798705603976298,0.999405684218881,"KNN","day1_14","long.term"
"17513","P30043",0.800053047097772,0.999405684218881,"KNN","day1_14","long.term"
"17514","Q9H223",0.8002211269357,0.999405684218881,"KNN","day1_14","long.term"
"17515","Q96G03",0.801466551405759,0.999405684218881,"KNN","day1_14","long.term"
"17516","P35754",0.803272489249713,0.999405684218881,"KNN","day1_14","long.term"
"17517","O95433",0.803602457355895,0.999405684218881,"KNN","day1_14","long.term"
"17518","P55072",0.804087912407946,0.999405684218881,"KNN","day1_14","long.term"
"17519","Q04446",0.80529722980825,0.999405684218881,"KNN","day1_14","long.term"
"17520","Q13126",0.805339048486545,0.999405684218881,"KNN","day1_14","long.term"
"17521","Q5SW79",0.806801468173024,0.999405684218881,"KNN","day1_14","long.term"
"17522","P30533",0.806866071534124,0.999405684218881,"KNN","day1_14","long.term"
"17523","P07384",0.807684439664273,0.999405684218881,"KNN","day1_14","long.term"
"17524","P37108",0.807803138142469,0.999405684218881,"KNN","day1_14","long.term"
"17525","P28161",0.80880959603657,0.999405684218881,"KNN","day1_14","long.term"
"17526","P13797",0.810905848070223,0.999405684218881,"KNN","day1_14","long.term"
"17527","Q9NQW7",0.81422999024283,0.999405684218881,"KNN","day1_14","long.term"
"17528","P52907",0.816431072548963,0.999405684218881,"KNN","day1_14","long.term"
"17529","P50990",0.818168018466154,0.999405684218881,"KNN","day1_14","long.term"
"17530","Q12841",0.819410818811975,0.999405684218881,"KNN","day1_14","long.term"
"17531","Q15907",0.820522016437521,0.999405684218881,"KNN","day1_14","long.term"
"17532","P53992",0.821901994906121,0.999405684218881,"KNN","day1_14","long.term"
"17533","P43243",0.823058446056642,0.999405684218881,"KNN","day1_14","long.term"
"17534","P62277",0.823264447216869,0.999405684218881,"KNN","day1_14","long.term"
"17535","Q13838",0.824507833838302,0.999405684218881,"KNN","day1_14","long.term"
"17536","Q8TEX9",0.825142277986913,0.999405684218881,"KNN","day1_14","long.term"
"17537","Q12874",0.825375690619432,0.999405684218881,"KNN","day1_14","long.term"
"17538","O75643",0.826026319699928,0.999405684218881,"KNN","day1_14","long.term"
"17539","P61289",0.828676117660248,0.999405684218881,"KNN","day1_14","long.term"
"17540","Q7Z6Z7",0.829397726861538,0.999405684218881,"KNN","day1_14","long.term"
"17541","P61353",0.830674787491922,0.999405684218881,"KNN","day1_14","long.term"
"17542","P62841",0.834484966765583,0.999405684218881,"KNN","day1_14","long.term"
"17543","Q15631",0.835938931648901,0.999405684218881,"KNN","day1_14","long.term"
"17544","Q13011",0.836841894295659,0.999405684218881,"KNN","day1_14","long.term"
"17545","O94855",0.83869193888786,0.999405684218881,"KNN","day1_14","long.term"
"17546","Q9H8S9",0.838958137649447,0.999405684218881,"KNN","day1_14","long.term"
"17547","P40227",0.839531840942218,0.999405684218881,"KNN","day1_14","long.term"
"17548","P40616",0.839713559352443,0.999405684218881,"KNN","day1_14","long.term"
"17549","P30050",0.840295282963546,0.999405684218881,"KNN","day1_14","long.term"
"17550","P23528",0.840617188760891,0.999405684218881,"KNN","day1_14","long.term"
"17551","Q01105",0.841579974694075,0.999405684218881,"KNN","day1_14","long.term"
"17552","P28066",0.841942420109234,0.999405684218881,"KNN","day1_14","long.term"
"17553","Q9UI30",0.842682915268694,0.999405684218881,"KNN","day1_14","long.term"
"17554","P55786",0.845375690758221,0.999405684218881,"KNN","day1_14","long.term"
"17555","O14818",0.84636862115095,0.999405684218881,"KNN","day1_14","long.term"
"17556","Q8NC51",0.847339543820024,0.999405684218881,"KNN","day1_14","long.term"
"17557","O95782",0.850239672267268,0.999405684218881,"KNN","day1_14","long.term"
"17558","Q01469",0.852028734365833,0.999405684218881,"KNN","day1_14","long.term"
"17559","Q9BRA2",0.852380063104705,0.999405684218881,"KNN","day1_14","long.term"
"17560","Q9BS26",0.852562298764328,0.999405684218881,"KNN","day1_14","long.term"
"17561","P80303",0.855817625639126,0.999405684218881,"KNN","day1_14","long.term"
"17562","Q9Y570",0.858056837988525,0.999405684218881,"KNN","day1_14","long.term"
"17563","Q92734",0.858323922433573,0.999405684218881,"KNN","day1_14","long.term"
"17564","O15212",0.858813162985814,0.999405684218881,"KNN","day1_14","long.term"
"17565","Q9UKV3",0.859688117864415,0.999405684218881,"KNN","day1_14","long.term"
"17566","P30084",0.859908639432034,0.999405684218881,"KNN","day1_14","long.term"
"17567","P63104",0.86255373088891,0.999405684218881,"KNN","day1_14","long.term"
"17568","Q9BWF3",0.864856495190715,0.999405684218881,"KNN","day1_14","long.term"
"17569","Q9Y2W1",0.866128134281301,0.999405684218881,"KNN","day1_14","long.term"
"17570","P31943",0.868140362948123,0.999405684218881,"KNN","day1_14","long.term"
"17571","Q969G3",0.868500217616763,0.999405684218881,"KNN","day1_14","long.term"
"17572","O60841",0.869045168820234,0.999405684218881,"KNN","day1_14","long.term"
"17573","P63313",0.871071157580194,0.999405684218881,"KNN","day1_14","long.term"
"17574","O60784",0.872055529339214,0.999405684218881,"KNN","day1_14","long.term"
"17575","P13639",0.874959602366706,0.999405684218881,"KNN","day1_14","long.term"
"17576","Q9NP97",0.875166235971534,0.999405684218881,"KNN","day1_14","long.term"
"17577","P54920",0.875372111050872,0.999405684218881,"KNN","day1_14","long.term"
"17578","O95373",0.875924999483631,0.999405684218881,"KNN","day1_14","long.term"
"17579","Q07020",0.87683232219105,0.999405684218881,"KNN","day1_14","long.term"
"17580","P78371",0.877128741434507,0.999405684218881,"KNN","day1_14","long.term"
"17581","P50502",0.877771293591385,0.999405684218881,"KNN","day1_14","long.term"
"17582","Q9H8M2",0.879127401492342,0.999405684218881,"KNN","day1_14","long.term"
"17583","P12268",0.879864187110475,0.999405684218881,"KNN","day1_14","long.term"
"17584","P30520",0.880070242527316,0.999405684218881,"KNN","day1_14","long.term"
"17585","Q13435",0.880361790082803,0.999405684218881,"KNN","day1_14","long.term"
"17586","P26368",0.880862568206556,0.999405684218881,"KNN","day1_14","long.term"
"17587","Q9UBQ0",0.881661358828952,0.999405684218881,"KNN","day1_14","long.term"
"17588","Q99471",0.881875440659917,0.999405684218881,"KNN","day1_14","long.term"
"17589","P45974",0.885521949330861,0.999405684218881,"KNN","day1_14","long.term"
"17590","Q12792",0.886319502722412,0.999405684218881,"KNN","day1_14","long.term"
"17591","P05387",0.88681073597358,0.999405684218881,"KNN","day1_14","long.term"
"17592","P19623",0.887041775270307,0.999405684218881,"KNN","day1_14","long.term"
"17593","Q9P0K7",0.887053555296407,0.999405684218881,"KNN","day1_14","long.term"
"17594","P58546",0.888438566214851,0.999405684218881,"KNN","day1_14","long.term"
"17595","P54687",0.888660460450611,0.999405684218881,"KNN","day1_14","long.term"
"17596","P14868",0.889151982352036,0.999405684218881,"KNN","day1_14","long.term"
"17597","O00151",0.889292241600054,0.999405684218881,"KNN","day1_14","long.term"
"17598","O60716",0.88974774846765,0.999405684218881,"KNN","day1_14","long.term"
"17599","P62314",0.892849762446911,0.999405684218881,"KNN","day1_14","long.term"
"17600","Q9Y281",0.894119514264639,0.999405684218881,"KNN","day1_14","long.term"
"17601","Q14315",0.895270731093983,0.999405684218881,"KNN","day1_14","long.term"
"17602","P11177",0.895651521547525,0.999405684218881,"KNN","day1_14","long.term"
"17603","Q9UNH7",0.895660643033348,0.999405684218881,"KNN","day1_14","long.term"
"17604","Q00610",0.896706222383969,0.999405684218881,"KNN","day1_14","long.term"
"17605","P31942",0.897067460463854,0.999405684218881,"KNN","day1_14","long.term"
"17606","P68402",0.897667546413738,0.999405684218881,"KNN","day1_14","long.term"
"17607","Q15293",0.898421681382556,0.999405684218881,"KNN","day1_14","long.term"
"17608","P19338",0.898817872566589,0.999405684218881,"KNN","day1_14","long.term"
"17609","P07602",0.89898639478547,0.999405684218881,"KNN","day1_14","long.term"
"17610","Q96D15",0.901002810474132,0.999405684218881,"KNN","day1_14","long.term"
"17611","P28331",0.901159526562156,0.999405684218881,"KNN","day1_14","long.term"
"17612","Q6UVK1",0.901976234423237,0.999405684218881,"KNN","day1_14","long.term"
"17613","P20962",0.902168616558908,0.999405684218881,"KNN","day1_14","long.term"
"17614","P68400",0.905024552696772,0.999405684218881,"KNN","day1_14","long.term"
"17615","Q13561",0.905031390256982,0.999405684218881,"KNN","day1_14","long.term"
"17616","Q9NR31",0.906181037951076,0.999405684218881,"KNN","day1_14","long.term"
"17617","P63010",0.906283083030968,0.999405684218881,"KNN","day1_14","long.term"
"17618","Q16698",0.906640887087455,0.999405684218881,"KNN","day1_14","long.term"
"17619","Q13418",0.906803564574695,0.999405684218881,"KNN","day1_14","long.term"
"17620","P84243",0.907241349343211,0.999405684218881,"KNN","day1_14","long.term"
"17621","P29692",0.908804922973136,0.999405684218881,"KNN","day1_14","long.term"
"17622","P08865",0.90958216936474,0.999405684218881,"KNN","day1_14","long.term"
"17623","O75348",0.910027208949682,0.999405684218881,"KNN","day1_14","long.term"
"17624","P23246",0.910855939048186,0.999405684218881,"KNN","day1_14","long.term"
